up,down,TODAYDATE,LAST,TIM,CON,TIM,Boolinger%,MACD1HR-DIF,STOCH1HR-DIF,OICP,OIPP,CP,PP,HIST,MACDDIF,STOCH,MACD,1-STOCH,ocpt,oppt,1=MACD,NCRAT,NORAT,CPT,PPT,NCDIF-v,NODIF-v,LAST,DAY%,20ma,50ma
6,66,2-Oct-24,20045.75,1236,0.02,1236,83.64,0,0.43,28599,-13897,925,-1190,0.01,0.01,9.83,-0.02,-25.71,1924374,919563,0.02,-1,2.1,59809,59911,0,0.06,18.89,-4.02,0.06,-0.03
0,72,2-Oct-24,20051.5,1233,0.02,1233,77.19,0,3.05,12365,-14108,297,-1156,0.01,0.01,-15.67,-0.03,-26.14,1895775,933460,0.02,-1,2,58884,61101,0.06,0.04,18.87,-4.13,0.05,-0.06
-16,57,2-Oct-24,20067.75,1230,0.01,1230,3.64,-0.01,0.22,7224,-1365,128,-6,0,-0.01,-33.32,-0.04,-29.19,1883410,947568,0.01,-1.1,2,58587,62257,0.04,0.01,18.73,-4.91,-0.09,-0.21
-6,58,2-Oct-24,20073.5,1227,0.02,1227,-7.3,-0.06,-2.18,-35684,16875,-786,1777,0.01,-0.01,-13.48,-0.03,-29.41,1876186,948933,0.01,-1.1,2,58459,62263,-0.07,-0.07,18.72,-4.97,-0.1,-0.24
19,35,2-Oct-24,20054.5,1224,0.03,1224,44.95,-0.05,-1.74,-15458,12319,-611,697,0.02,0,15.05,-0.02,-27.23,1911870,932058,0.02,-1,2.1,59245,60486,-2.02,-0.05,18.82,-4.41,-0.01,-0.15
29,17,2-Oct-24,20044.25,1221,0.04,1221,90,-0.05,0.87,-7331,-13759,688,-1313,0.02,0.01,21.13,-0.02,-25.49,1927328,919739,0.02,1,2.1,59856,59789,2,0.03,18.9,-3.97,0.07,-0.09
10,24,2-Oct-24,20063.25,1218,0.04,1218,67.71,-0.04,1.31,44062,-1433,1341,280,0.02,0.01,-3,-0.03,-26.36,1934659,933498,0.02,-1,2.1,59168,61102,0.07,0.05,18.86,-4.19,0.04,-0.14
-1,32,2-Oct-24,20074.25,1215,0.04,1215,45.33,-0.05,-0.22,18447,4279,605,541,0.01,0,-24.27,-0.04,-27.67,1890597,934931,0.02,-1.1,2,57827,60822,0.05,0.01,18.8,-4.52,-0.02,-0.22
2,29,2-Oct-24,20072.75,1212,0.04,1212,49.19,-0.04,-0.66,-23625,-5644,2919,331,0.02,0,-26.19,-0.04,-27.45,1872150,930652,0.02,-1.1,2,57222,60281,0.05,-0.01,18.81,-4.47,-0.01,-0.24
1,29,2-Oct-24,20073,1209,0.04,1209,61.76,-0.04,0.22,11519,-8614,490,-283,0.02,0.01,-24.28,-0.04,-26.79,1895775,936296,0.02,-1.1,2,54303,59950,0,0.03,18.84,-4.3,0.02,-0.24
0,30,2-Oct-24,20074,1206,0.04,1206,57.93,-0.05,0.66,-6848,68,-194,-99,0.02,0,-25.64,-0.05,-27.01,1884256,944910,0.02,-1.1,2,53813,60233,-0.02,-0.01,18.83,-4.35,0.01,-0.27
8,23,2-Oct-24,20066.75,1203,0.05,1203,47.84,-0.04,-12.18,-18246,5857,-305,354,0.02,0,-13.28,-0.05,-27.67,1891104,944842,0.02,-1.1,2,54007,60332,-0.02,-0.03,18.8,-4.52,-0.03,-0.31
16,14,2-Oct-24,20058.5,1200,0.05,1200,50,0,-1.83,-44345,22083,-1042,1483,0.02,0,9.98,-0.05,-15.49,1909350,938985,0.07,-1.1,2,54312,59978,0,-0.1,18.81,-4.47,-0.01,-0.32
32,-2,2-Oct-24,20042.75,1157,0.06,1157,75.76,0.01,0.81,119,4443,-84,245,0.02,0.01,25.48,-0.05,-13.66,1953695,916902,0.07,-1.1,2.1,55354,58495,0.04,-0.01,18.9,-3.97,0.09,-0.24
24,8,2-Oct-24,20050.75,1154,0.05,1154,62.96,0,1.63,59850,-29264,2456,-1665,0.02,0.01,6.38,-0.06,-14.47,1953576,912459,0.07,-1.1,2.1,55438,58250,0.05,0.13,18.86,-4.19,0.06,-0.29
7,25,2-Oct-24,20067.75,1151,0.05,1151,36.67,-0.01,-0.81,-20193,9911,-488,450,0.02,0.01,-11.71,-0.07,-16.1,1893726,941723,0.06,-1.1,2,52982,59915,-0.03,-0.04,18.78,-4.63,-0.02,-0.38
19,12,2-Oct-24,20055,1148,0.06,1148,50,0.02,1.01,8227,-2730,52,-17,0.02,0,-1.73,-0.08,-15.29,1913919,931812,0.07,-1.1,2.1,53470,59465,-0.01,0.01,18.82,-4.41,0.02,-0.35
10,22,2-Oct-24,20064.5,1145,0.05,1145,35.3,0,-0.61,-30001,6605,-609,664,0.02,0,1.6,-0.08,-16.3,1905692,934542,0.06,-1.1,2,53418,59482,-0.01,-0.05,18.77,-4.69,-0.03,-0.4
19,13,2-Oct-24,20055.25,1142,0.05,1142,42.14,-0.01,-1.22,6719,-5536,376,-714,0.02,0.01,14.42,-0.08,-15.69,1935693,927937,0.06,-1.1,2.1,54027,58818,0.01,0.02,18.8,-4.52,0,-0.38
16,15,2-Oct-24,20057.75,1139,0.04,1139,57.7,0.01,1.63,23421,-14134,3236,-253,0.02,0.01,21.59,-0.09,-14.47,1928974,933473,0.07,-1.1,2.1,53651,59532,0.09,0.06,18.86,-4.19,0.04,-0.32
-3,28,2-Oct-24,20070.25,1136,0.03,1136,34.95,-0.01,-1.42,-25976,15795,-396,1224,0.01,0,20.12,-0.1,-16.1,1905553,947607,0.06,-1.2,2,50415,59785,0.01,-0.06,18.78,-4.63,-0.04,-0.41
22,6,2-Oct-24,20048.25,1133,0.03,1133,49.88,0.01,1.42,-9711,-4027,408,171,0.01,0.01,27.52,-0.1,-14.68,1931529,931812,0.07,-1.2,2.1,50811,58561,0.05,0,18.85,-4.24,0.02,-0.34
13,15,2-Oct-24,20057.5,1130,0,1130,32.22,-0.01,-2.24,-33096,17600,-890,1243,0.01,0,19.18,-0.11,-16.1,1941240,935839,0.06,-1.2,2.1,50403,58390,-0.06,-0.08,18.78,-4.63,-0.04,-0.41
23,-1,2-Oct-24,20047,1127,0,1127,51.51,-0.06,-0.2,-33601,7063,-950,275,0.01,0.01,13.32,-0.11,-13.86,1974336,918239,0.07,-1.1,2.2,51293,57147,-0.01,-0.05,18.89,-4.02,0.06,-0.29
15,8,2-Oct-24,20055.25,1124,0,1124,49.46,-0.05,5.48,119352,-65908,3377,-4760,0,0.02,-18.6,-0.12,-13.66,2007937,911176,0.07,-1.1,2.2,52243,56872,0.21,0.27,18.9,-3.97,0.07,-0.28
-9,32,2-Oct-24,20079,1121,-0.02,1121,13.32,-0.08,-1.82,-55346,28284,-1514,2246,-0.02,-0.01,-53.61,-0.14,-19.14,1888585,977084,0.05,-1.3,1.9,48866,61632,-0.06,-0.12,18.63,-5.48,-0.2,-0.54
13,19,2-Oct-24,20066,1118,0,1118,20.07,-0.05,-1.83,-76651,26282,-2144,3296,-0.02,0,-44.67,-0.13,-17.32,1943931,948800,0.06,-1.2,2,50380,59386,-0.08,-0.14,18.72,-4.97,-0.14,-0.45
32,0,2-Oct-24,20046.75,1115,-0.03,1115,28.56,-0.05,0.41,2116,-9843,54,-945,-0.01,0,-34.67,-0.13,-15.49,2020582,922518,0.07,-1.1,2.2,52524,56090,0.03,0.03,18.81,-4.47,-0.06,-0.36
43,-10,2-Oct-24,20036.5,1112,-0.04,1112,24.38,-0.06,-0.82,9918,2873,429,560,-0.02,0,-27.21,-0.13,-15.9,2018466,932361,0.06,-1.1,2.2,52470,57035,0.01,0,18.79,-4.58,-0.1,-0.38
61,-18,2-Oct-24,20018.25,1109,-0.06,1109,26.3,-0.05,2.03,8095,-320,292,-23,-0.02,0,-13.33,-0.13,-15.08,2008548,929488,0.07,-1.1,2.2,52041,56475,0.01,0.01,18.83,-4.35,-0.09,-0.33
45,16,2-Oct-24,20034,1106,-0.09,1106,13.59,-0.07,-3.25,-27616,-1363,-852,-432,-0.03,-0.02,1.67,-0.13,-17.11,2000453,929808,0.06,-1.1,2.2,51749,56498,0.01,-0.03,18.73,-4.91,-0.23,-0.43
61,-1,2-Oct-24,20017.75,1103,-0.08,1103,26.6,-0.06,-8.31,243289,118303,20757,12072,-0.03,0,23.89,-0.11,-13.86,2028069,931171,0.07,-1.1,2.2,52601,56930,0.32,-0.02,18.89,-4.02,-0.12,-0.26
80,-19,2-Oct-24,19999,1100,-0.11,1100,35.66,0,1.9,-314554,-88837,-22320,-10242,-0.03,0.01,15.12,-0.11,-5.55,1784780,812868,0.13,-1.4,2.2,31844,44858,-0.41,-0.13,19,-3.42,-0.02,-0.14
79,1,2-Oct-24,20000.25,1057,-0.14,1057,23.94,-0.02,-1.33,-14121,7114,-196,769,-0.05,0,-15.9,-0.12,-7.45,2099334,901705,0.12,-1,2.3,54164,55100,-2.02,-0.03,18.9,-3.97,-0.15,-0.23
69,12,2-Oct-24,20010.5,1054,-0.17,1054,28.05,-0.02,5.51,116872,-48896,8274,1209,-0.06,0.01,-43.47,-0.12,-6.12,2113455,894591,0.13,1,2.4,54360,54331,2.2,0.24,18.97,-3.58,-0.11,-0.15
30,38,2-Oct-24,20036.5,1051,-0.19,1051,-2.28,-0.05,-3.99,-102928,30653,-2070,2149,-0.08,-0.03,-76.61,-0.13,-11.63,1996583,943487,0.11,-1.2,2.1,46086,53122,-0.05,-0.18,18.68,-5.19,-0.43,-0.44
35,13,2-Oct-24,20011.5,1048,-0.15,1048,10.06,-0.01,0.19,0,5457,159,259,-0.08,-0.01,-74.22,-0.1,-7.64,2099511,912834,0.12,-1.1,2.3,48156,50973,0.04,-0.01,18.89,-4.02,-0.28,-0.22
29,9,2-Oct-24,20008,1045,-0.18,1045,5,-0.03,0.19,-33602,3945,19976,261,-0.08,-0.02,-74.67,-0.09,-7.83,2099511,907377,0.12,-1.1,2.3,47997,50714,0.74,-0.05,18.87,-4.13,-0.33,-0.24
21,17,2-Oct-24,20015.75,1042,-0.18,1042,8.36,-0.03,-3.04,-69576,-65086,-2206,12994,-0.08,-0.03,-69.76,-0.07,-8.02,2133113,903432,0.12,-1.8,2.4,28021,50453,-0.6,0.09,18.87,-4.13,-0.38,-0.23
44,-6,2-Oct-24,19992.75,1039,-0.17,1039,19.18,-0.02,0.95,-26596,114205,1693,1312,-0.08,-0.01,-61.88,-0.04,-4.98,2202689,968518,0.13,-1.2,2.3,30227,37459,0.06,-0.34,19.03,-3.26,-0.27,-0.06
23,21,2-Oct-24,20013.5,1036,-0.18,1036,12.15,-0.03,-1.9,468,-112060,588,874,-0.08,-0.03,-53.07,-0.03,-5.93,2229285,854313,0.13,-1.3,2.6,28534,36147,0.03,0.3,18.98,-3.53,-0.35,-0.1
22,22,2-Oct-24,20014.25,1033,-0.17,1033,14.99,-0.02,-1.9,-58759,25398,341,1166,-0.07,-0.02,-31.59,0,-4.03,2228817,966373,0.13,-1.3,2.3,27946,35273,-0.06,-0.12,19.08,-2.99,-0.28,0.01
32,12,2-Oct-24,20005,1030,-0.18,1030,19.06,-0.02,-2.66,-52226,27792,99,1441,-0.07,-0.03,-9.03,0.02,-2.13,2287576,940975,0.14,-1.2,2.4,27605,34107,-0.04,-0.13,19.18,-2.45,-0.21,0.13
58,-14,2-Oct-24,19979,1027,-0.17,1027,29.66,-0.03,-3.04,-59170,13923,-641,507,-0.06,-0.01,-2.62,0.05,0.53,2339802,913183,0.15,-1.2,2.6,27506,32666,-0.09,-0.11,19.32,-1.71,-0.12,0.28
77,-20,2-Oct-24,19959.5,1024,-0.18,1024,43.48,-0.02,7.6,148345,-51117,4353,202,-0.07,0.01,-23.09,0.06,3.57,2398972,899260,0.16,-1.1,2.7,28147,32159,0.16,0.3,19.48,-0.87,-0.02,0.46
23,33,2-Oct-24,19992.75,1021,-0.22,1021,11.62,-0.05,-4.75,-82978,25717,749,1862,-0.08,-0.04,-63.48,0.05,-4.03,2250627,950377,0.13,-1.3,2.4,23794,31957,-0.04,-0.15,19.08,-2.99,-0.48,0.09
41,15,2-Oct-24,19974.75,1018,-0.21,1018,30.95,-0.03,-1.52,-59312,22309,-408,868,-0.07,-0.02,-49.63,0.09,0.72,2333605,924660,0.15,-1.3,2.5,23045,30095,-0.11,-0.13,19.33,-1.66,-0.29,0.35
64,-7,2-Oct-24,19952.25,1015,-0.23,1015,38.81,-0.05,1.14,38158,-5591,457,9878,-0.07,-0.02,-47.56,0.11,2.24,2392917,902351,0.15,-1.2,2.7,23453,29227,-2.44,0.06,19.41,-1.24,-0.23,0.45
48,15,2-Oct-24,19966.75,1012,-0.22,1012,35.86,-0.08,-2.09,-72184,20263,221,558,-0.07,-0.02,-52.22,0.13,1.1,2354759,907942,0.15,1.2,2.6,22996,19349,-0.02,-0.14,19.35,-1.55,-0.31,0.41
57,5,2-Oct-24,19957.5,1009,-0.16,1009,46.13,-0.07,0.57,69291,-37484,4654,-895,-0.06,-0.02,-53.97,0.15,3.19,2426943,887679,0.16,1.2,2.7,22775,18791,2.31,0.18,19.46,-0.98,-0.2,0.53
66,-4,2-Oct-24,19948.25,1006,-0.08,1006,45.62,-0.05,-0.19,24117,-9620,355,3254,-0.05,-0.03,-66.7,0.17,2.62,2357652,925163,0.15,-1.1,2.5,18121,19686,-2.17,0.05,19.43,-1.13,-0.22,0.52
45,12,2-Oct-24,19959.75,1003,0.01,1003,47.95,-0.03,2.4,25068,-14522,417,330,-0.04,-0.02,-72.36,0.2,2.81,2333535,934783,0.16,1.1,2.5,17766,16432,0,0.07,19.44,-1.08,-0.19,0.54
82,-38,2-Oct-24,19910.5,1000,0.07,1000,58.46,-0.01,1.58,11611,-2478,2271,-32,-0.02,-0.02,-67.47,0.22,0.41,2308467,949305,0.18,1.1,2.4,17349,16102,2.18,0.02,19.57,-0.41,-0.05,0.69
77,5,2-Oct-24,19915.75,957,0.1,957,55.41,-0.01,-0.35,-57169,21239,-244,-169,-0.01,-0.03,-60.07,0.24,-1.17,2296856,951783,0.18,-1.1,2.4,15078,16134,0.03,-0.12,19.48,-0.87,-0.11,0.61
87,-4,2-Oct-24,19906.25,954,0.14,954,58.51,-0.01,0.53,-3627,4374,595,208,0.01,-0.03,-37.71,0.27,-0.82,2354025,930544,0.18,-1.1,2.5,15322,16303,0.04,-0.02,19.5,-0.77,-0.06,0.64
57,12,2-Oct-24,19917.75,951,0.19,951,58.83,-0.01,-5.46,-86233,29838,191,1413,0.05,-0.04,-2.45,0.3,-1.35,2357652,926170,0.18,-1.1,2.5,14727,16095,-0.09,-0.18,19.47,-0.92,-0.06,0.61
97,-37,2-Oct-24,19869.75,948,0.25,948,75.46,0.02,-8.97,-282668,40474,6,1697,0.1,-0.01,48.97,0.34,4.11,2443885,896332,0.2,-1,2.7,14536,14682,-2.13,-0.46,19.78,0.66,0.28,0.92
126,-29,2-Oct-24,19840.75,945,0.29,945,102.71,0.05,0.53,20734,-12657,2766,2504,0.13,0.04,84.46,0.35,13.08,2726553,855858,0.23,1.1,3.2,14530,12985,0,0.07,20.29,3.15,0.85,1.44
91,28,2-Oct-24,19869,942,0.27,942,111.53,0.06,6.68,185949,-13453,4452,190,0.13,0.06,82.65,0.31,12.55,2705819,868515,0.23,1.1,3.1,11764,10481,2.52,0.26,20.26,3.01,0.93,1.43
69,50,2-Oct-24,19890.5,940,0.23,940,103.42,0.02,4.05,155024,-46074,888,5969,0.1,0.06,70.8,0.25,5.87,2519870,881968,0.2,-1.4,2.9,7312,10291,-2.9,0.31,19.88,1.16,0.67,1.07
0,119,2-Oct-24,19959.5,933,0.21,933,105.66,0.02,3.38,1214707,26713,5812,1496,0.09,0.04,67.92,0.19,1.82,2364846,928042,0.19,1.5,2.5,6424,4322,6.09,1.27,19.65,100,0.62,0.85
22,97,2-Oct-24,19938,930,0.2,930,88.99,0.03,1.49,1141010,899761,-5419,-495,0.07,0.01,72.27,0.15,-1.56,1150139,901329,0.19,-4.6,1.3,612,2826,-6.44,-4.54,19.55,100,0.35,0.51
-31,150,1-Oct-24,19990.75,1557,0.21,1557,90.52,0.04,0.16,-65,-105,7,-189,0.08,0.01,80.45,0.14,-3.05,9129,1568,0.19,1.8,5.8,6031,3321,0.1,0.32,19.27,11.68,0.35,0.39
17,133,1-Oct-24,19973.5,1554,0.21,1554,95.27,0.05,0.48,446,-79,348,-149,0.08,0.02,90.4,0.13,-3.21,9194,1673,0.19,1.7,5.5,6024,3510,0.17,0.51,19.26,11.63,0.39,0.42
8,142,1-Oct-24,19982.75,1551,0.19,1551,99.65,0.04,1.13,139,-116,193,-156,0.09,0.02,85.67,0.11,-3.69,8748,1752,0.19,1.6,5,5676,3659,0.11,0.38,19.23,11.49,0.4,0.37
13,138,1-Oct-24,19978.25,1548,0.18,1548,101.22,0.03,1.12,187,116,112,159,0.09,0.03,80.14,0.09,-4.82,8609,1868,0.18,1.4,4.6,5483,3815,-0.03,-0.2,19.16,11.17,0.39,0.27
-1,151,1-Oct-24,19991.25,1545,0.16,1545,102.79,0.03,1.44,534,140,-1088,677,0.08,0.02,73.29,0.06,-5.94,8422,1752,0.18,1.5,4.8,5371,3656,-0.7,-0.08,19.09,10.84,0.37,0.18
-3,126,1-Oct-24,19994.5,1542,0.16,1542,101.25,0.02,-0.8,-531,-280,1158,-536,0.08,0.02,68,0.04,-7.38,7888,1612,0.17,2.2,4.9,6459,2979,0.66,0.44,19,10.42,0.32,0.07
16,89,1-Oct-24,19979,1539,0.17,1539,119.07,0.03,0.8,586,140,-1125,458,0.08,0.04,68.23,0.02,-6.58,8419,1892,0.18,1.5,4.4,5301,3515,-0.59,-0.02,19.05,10.66,0.41,0.09
12,45,1-Oct-24,19982.75,1536,0.14,1536,134,0.04,4.33,-280,-150,-118,-514,0.07,0.03,53,-0.02,-7.38,7833,1752,0.17,2.1,4.5,6426,3057,0.27,0.2,19,10.42,0.4,0.02
-20,76,1-Oct-24,20014.25,1533,0.12,1533,98.18,0.02,2.56,52,-27,60,-22,0.05,0.02,17.45,-0.05,-11.71,8113,1902,0.16,1.8,4.3,6544,3571,0.03,0.09,18.73,9.13,0.16,-0.28
-24,65,1-Oct-24,20038,1530,0.11,1530,61.53,0.01,0.33,114,-7,160,63,0.04,0.01,0.26,-0.07,-14.27,8061,1929,0.15,1.8,4.2,6484,3593,0.01,0.08,18.57,8.35,0.02,-0.46
1,64,1-Oct-24,20037,1527,0.11,1527,58.85,-0.07,-0.97,23,0,4,0,0.05,0,15.79,-0.08,-14.6,7947,1936,0.14,1.8,4.1,6324,3530,0,0.01,18.55,8.25,0,-0.5
-1,61,1-Oct-24,20039,1524,0.12,1524,73.18,-0.06,0.64,81,-34,66,-29,0.06,0.01,34.85,-0.08,-13.63,7924,1936,0.15,1.8,4.1,6320,3530,0.03,0.11,18.61,8.54,0.06,-0.46
-5,66,1-Oct-24,20044.25,1521,0.13,1521,67.01,-0.06,-2.4,-151,-103,-133,-36,0.06,0.01,41.87,-0.09,-14.27,7843,1970,0.15,1.8,4,6254,3559,-0.02,0.12,18.57,8.35,0.03,-0.52
14,51,1-Oct-24,20030,1518,0.13,1518,99.82,-0.06,0.64,-9,102,22,107,0.07,0.02,51.33,-0.1,-11.87,7994,2073,0.15,1.8,3.9,6387,3595,-0.04,-0.2,18.72,9.08,0.18,-0.4
7,58,1-Oct-24,20037,1515,0.13,1515,99.62,-0.06,1.44,1247,-17,1221,-122,0.06,0.03,24.04,-0.12,-12.51,8003,1971,0.15,1.8,4.1,6365,3488,0.4,0.66,18.68,8.89,0.17,-0.47
-1,66,1-Oct-24,20045.25,1512,0.13,1512,84.15,-0.06,3.05,-819,0,-843,0,0.05,0.01,-11.28,-0.15,-13.95,6756,1988,0.15,1.4,3.4,5144,3610,-0.24,-0.41,18.59,8.45,0.11,-0.58
-17,80,1-Oct-24,20062.5,1509,0.14,1509,37.17,-0.08,-1.76,1414,0,1263,2,0.04,0.01,-36.39,-0.16,-17,7575,1988,0.13,1.7,3.8,5987,3610,0.35,0.71,18.4,7.5,-0.06,-0.79
19,29,1-Oct-24,20043.5,1506,0.15,1506,57.43,-0.07,0.48,-1438,-19,-1275,-8,0.05,0.01,-11.47,-0.17,-15.24,6161,1988,0.14,1.3,3.1,4724,3608,-0.35,-0.69,18.51,8.05,0.05,-0.7
11,22,1-Oct-24,20051.5,1503,0.17,1503,49.72,-0.06,-20.96,18,19,-61,11,0.05,0.01,-4.47,-0.18,-15.72,7599,2007,0.14,1.7,3.8,5999,3616,-0.02,-0.02,18.48,7.9,0.03,-0.74
7,26,1-Oct-24,20055.5,1500,0.16,1500,46.07,0.02,-0.72,2316,13,1090,99,0.05,0.01,15.67,-0.19,5.24,7581,1988,0.21,1.7,3.8,6060,3605,0.26,1.14,18.47,7.85,0.03,-0.76
1,31,1-Oct-24,20061.25,1457,0.14,1457,51.32,0.01,-0.14,-2524,1,-1041,106,0.05,0.02,40.16,-0.2,5.96,5265,1975,0.21,1.4,2.7,4970,3506,-0.35,-1.28,18.52,8.1,0.09,-0.72
29,4,1-Oct-24,20033.5,1454,0.12,1454,49.23,0.01,0.29,131,60,83,11,0.05,0.01,54.9,-0.22,6.1,7789,1974,0.21,1.8,3.9,6011,3400,0.02,-0.05,18.53,8.15,0.1,-0.72
7,26,1-Oct-24,20055.75,1451,0.11,1451,43.67,0.01,-1.15,-131,0,-83,7,0.05,0.02,63.83,-0.23,5.81,7658,1914,0.21,1.7,4,5928,3389,-0.03,-0.07,18.51,8.05,0.07,-0.75
15,14,1-Oct-24,20047.25,1448,0.09,1448,47.52,0.02,0.72,-19,3,-12,23,0.04,0.03,66.78,-0.25,6.96,7789,1914,0.21,1.8,4.1,6011,3382,-0.01,-0.02,18.59,8.45,0.13,-0.68
9,20,1-Oct-24,20053.75,1445,0.03,1445,41.64,0.01,0.57,-134,16,-90,38,0.02,0.02,47.08,-0.28,6.24,7808,1911,0.21,1.8,4.1,6023,3359,-0.05,-0.1,18.54,8.2,0.07,-0.73
16,14,1-Oct-24,20047,1442,-0.02,1442,36.99,0,-0.14,-134,23,-96,6,0.01,0.02,24.27,-0.3,5.67,7942,1895,0.21,1.8,4.2,6113,3321,-0.03,-0.12,18.5,8,0.02,-0.77
24,4,1-Oct-24,20037.75,1439,-0.06,1439,35.67,-0.01,2.87,177,-164,138,-197,-0.01,0.03,-9.82,-0.32,5.81,8076,1872,0.21,1.9,4.3,6209,3315,0.14,0.43,18.51,8.05,0.01,-0.76
8,20,1-Oct-24,20053.5,1436,-0.11,1436,22.58,-0.02,1.44,377,49,343,-16,-0.04,0,-46.81,-0.35,2.94,7899,2036,0.2,1.7,3.9,6071,3512,0.11,0.09,18.31,7.05,-0.23,-0.97
-14,41,1-Oct-24,20074.75,1433,-0.13,1433,14.43,-0.03,-2.03,-108,1,-58,15,-0.06,-0.01,-52.53,-0.35,1.5,7522,1987,0.19,1.6,3.8,5728,3528,-0.03,-0.05,18.21,6.53,-0.4,-1.07
15,27,1-Oct-24,20060,1430,-0.16,1430,20.76,-0.02,-0.29,-10,-129,-26,20,-0.06,0,-48.3,-0.34,3.53,7630,1986,0.2,1.6,3.8,5786,3513,-0.01,0.23,18.39,7.45,-0.31,-0.91
18,23,1-Oct-24,20056.5,1427,-0.21,1427,20.82,-0.09,0.43,12,7,28,11,-0.08,0,-61.66,-0.34,3.82,7640,2115,0.2,1.7,3.6,5812,3493,0,-0.01,18.41,7.55,-0.35,-0.9
35,2,1-Oct-24,20039.75,1424,-0.25,1424,17.64,-0.1,1.16,121,-209,112,-143,-0.1,0,-73.2,-0.34,3.39,7628,2108,0.2,1.7,3.6,5784,3482,0.1,0.38,18.38,7.4,-0.45,-0.94
24,13,1-Oct-24,20051,1421,-0.29,1421,11.83,-0.12,-0.58,327,163,255,42,-0.11,-0.03,-78.38,-0.34,2.23,7507,2317,0.19,1.6,3.2,5672,3625,0.05,-0.09,18.3,6.99,-0.62,-1.04
27,10,1-Oct-24,20047.75,1418,-0.29,1418,10.03,-0.12,-1.58,125,241,1236,97,-0.12,-0.03,-74.7,-0.31,2.81,7180,2154,0.2,1.5,3.3,5417,3583,0.31,-0.36,18.34,7.2,-0.66,-1.01
38,-1,1-Oct-24,20037.25,1415,-0.28,1415,14.03,-0.1,-2.05,-700,-95,-1649,77,-0.12,-0.02,-74.59,-0.28,4.39,7055,1913,0.21,1.2,3.7,4181,3486,-0.51,-0.17,18.54,8.2,-0.54,-0.83
40,-2,1-Oct-24,20035,1412,-0.3,1412,15.63,-0.1,-0.88,1,-113,-35,0,-0.12,-0.02,-73.03,-0.26,6.44,7755,2008,0.22,1.7,3.9,5830,3409,-0.01,0.2,18.68,8.89,-0.49,-0.69
55,-15,1-Oct-24,20019.75,1409,-0.32,1409,14.43,-0.11,0.29,188,83,202,10,-0.14,-0.02,-77.89,-0.24,7.32,7754,2121,0.22,1.7,3.7,5865,3409,0.05,-0.05,18.74,9.18,-0.54,-0.64
44,11,1-Oct-24,20030.5,1406,-0.34,1406,7.6,-0.11,0.44,-163,0,-82,1,-0.15,-0.04,-80.93,-0.22,7.03,7566,2038,0.22,1.7,3.7,5663,3399,-0.02,-0.08,18.68,8.89,-0.67,-0.66
54,-14,1-Oct-24,20005.75,1403,-0.35,1403,1.83,-0.11,-19.63,-296,150,-252,157,-0.15,-0.05,-85.57,-0.18,6.59,7729,2038,0.22,1.7,3.8,5745,3398,-0.16,-0.46,18.69,8.94,-0.81,-0.7
57,-6,1-Oct-24,19999.5,1400,-0.37,1400,2.79,-0.05,-1.74,47,85,1513,94,-0.14,-0.04,-84.63,-0.13,26.22,8025,1888,0.29,1.9,4.3,5997,3241,0.43,-0.17,18.86,9.76,-0.74,-0.52
71,-20,1-Oct-24,19980,1357,-0.38,1357,3.48,-0.07,-4.15,-634,-65,-259,78,-0.13,-0.04,-79.09,-0.09,27.96,7978,1803,0.3,1.4,4.4,4484,3147,-0.13,-0.19,19.01,10.47,-0.72,-0.4
113,-42,1-Oct-24,19937.75,1354,-0.36,1354,17.25,-0.06,-1.48,-19,-13,-42,46,-0.12,-0.03,-74.05,-0.05,32.11,8612,1868,0.31,1.5,4.6,4743,3069,-0.03,0.02,19.32,11.9,-0.5,-0.1
117,-7,1-Oct-24,19930.5,1351,-0.34,1351,21.49,-0.06,1.61,43,129,48,133,-0.12,-0.02,-79.22,-0.02,33.59,8631,1881,0.32,1.6,4.6,4785,3023,-0.06,-0.31,19.43,12.4,-0.47,0
105,2,1-Oct-24,19932.75,1348,-0.32,1348,10.78,-0.07,-1.21,-141,-74,-59,-104,-0.13,-0.04,-89.89,0,31.98,8588,1752,0.31,1.6,4.9,4737,2890,0.04,0.12,19.31,11.86,-0.65,-0.13
102,3,1-Oct-24,19933,1345,-0.27,1345,11.64,-0.07,-1.87,-253,203,0,200,-0.12,-0.04,-88.4,0.04,33.19,8729,1826,0.32,1.6,4.8,4796,2994,-0.12,-0.75,19.4,12.27,-0.62,-0.05
130,-30,1-Oct-24,19900.5,1342,-0.21,1342,18.08,-0.04,0.67,15,45,233,20,-0.11,-0.04,-82.59,0.08,35.06,8982,1623,0.33,1.7,5.5,4796,2794,0.08,-0.15,19.54,12.9,-0.51,0.08
133,-3,1-Oct-24,19898,1339,-0.16,1339,14.84,-0.05,0,219,0,118,0,-0.1,-0.05,-78.21,0.12,34.39,8967,1578,0.33,1.6,5.7,4563,2774,0.04,0.14,19.49,12.67,-0.57,0.02
104,4,1-Oct-24,19901.5,1336,-0.08,1336,15.96,-0.05,-2.68,-464,-82,-264,86,-0.07,-0.07,-61.41,0.17,34.39,8748,1578,0.33,1.6,5.5,4445,2774,-0.15,-0.01,19.49,12.67,-0.56,0.01
